class,peak,trough,mean,RMS,Crest_Factor
1,0.46981,-0.72004,0.22446546875,0.2796313260725517,1.680105039011636
1,0.47029,-0.68117,0.2234122265625,0.2770531482116461,1.6974721385975249
1,0.47029,-0.71955,0.224537421875,0.2796327841143854,1.6818128156519196
1,0.54706,-0.79632,0.231356640625,0.2860962634337982,1.9121535997501349
1,0.47029,-0.75794,0.2229605859375,0.2752296636681639,1.70871843438727
1,0.54815,-0.79523,0.231492421875,0.2860949518926147,1.9159722895276643
1,0.47138,-0.75685,0.2230963671875,0.2752302587614426,1.7126750602250145
1,0.54815,-0.68008,0.2254951953125,0.2818620463687921,1.944745690531151
1,0.50976,-0.71847,0.2323451171875,0.2876720247229527,1.7720179794713538
1,0.54755,-0.68068,0.225420703125,0.2818611079004604,1.942623457626399
1,0.50916,-0.71907,0.2322567187499999,0.2876761143005489,1.7699071097298549
1,0.50916,-0.71907,0.2222717968749999,0.2762870872290836,1.842865713003191
1,0.54755,-0.71907,0.2285880859375,0.2824013921728642,1.938906872190036
1,0.50928,-0.71895,0.2222862109375,0.2762879346698668,1.8432943899940204
1,0.54766,-0.71895,0.2286053515625,0.282402580421135,1.939288228823185
1,0.50928,-0.71895,0.2295407421875,0.2830695890886142,1.7991335686737129
1,0.50928,-0.71895,0.2212143359375,0.2748552384288807,1.8529026512688316
1,0.50961,-0.71862,0.229575625,0.2830706550823486,1.800292580139571
1,0.50961,-0.71862,0.221246015625,0.2748511690442666,1.8541307347247409
1,0.47123,-0.68023,0.229591953125,0.2797873866885353,1.6842431875765087
1,0.47123,-0.68023,0.22326109375,0.2758475850220552,1.7082984430054844
1,0.46932,-0.68215,0.2293680859375,0.279780168509163,1.6774598517858477
1,0.46932,-0.68215,0.222962109375,0.2758575642810865,1.701312781554846
1,0.54608,-0.68215,0.2298725,0.2817518180689456,1.9381596319153915
1,0.54608,-0.72053,0.2283726953125,0.2826557492719445,1.9319614103253693
1,0.54661,-0.68162,0.22994515625,0.2817553063553107,1.9400167012673448
1,0.54661,-0.72,0.2284462890625,0.2826558782812647,1.9338356001076349
1,0.50823,-0.68162,0.2262025,0.2806668804272246,1.8107943453334572
1,0.50823,-0.68162,0.22425328125,0.2748798730994254,1.848916744137795
1,0.50894,-0.68091,0.22629140625,0.2806621226754467,1.8133547738770943
1,0.50894,-0.68091,0.2243425,0.274878641994972,1.851507982964021
1,0.54732,-0.68091,0.229901796875,0.2826506572954169,1.9363832557019656
1,0.47056,-0.71929,0.2298181249999999,0.2820890535002865,1.6681257005937735
1,0.54762,-0.68061,0.229948671875,0.2826542376918419,1.9374200948546605
1,0.47086,-0.71899,0.22985796875,0.2820876980407644,1.6691972151580892
1,0.50924,-0.68061,0.2283265234374999,0.2781229454523833,1.830988806664949
1,0.47086,-0.68061,0.234195234375,0.2840640106560491,1.657584144195329
1,0.50928,-0.68057,0.2283305078125,0.2781229800326927,1.8311324002789529
1,0.47089,-0.68057,0.234199765625,0.2840639828646664,1.657689916374724
1,0.54766,-0.68057,0.22704796875,0.2789819863850419,1.9630658133035777
1,0.50928,-0.64219,0.22846671875,0.280870414487491,1.813220523526096
1,0.54631,-0.68192,0.2268049609375,0.2789666635108765,1.958334351225088
1,0.50793,-0.64354,0.22823421875,0.2808798104366661,1.8083535417171963
1,0.46954,-0.7203,0.223556171875,0.2755906632112538,1.7037587359774755
1,0.50793,-0.68192,0.2258352734375,0.2775273221663556,1.8301981802553344
1,0.47014,-0.7197,0.223617265625,0.2755851578417391,1.705969957460439
1,0.50853,-0.68132,0.2259387109375,0.2775352695921333,1.83230765858097
1,0.50853,-0.68132,0.22781546875,0.276549032557689,1.838842086326659
1,0.50853,-0.7197,0.2251906640625,0.2775977680370298,1.831895132284224
1,0.50946,-0.68038,0.2278966015625,0.2765425919875691,1.8422478661909003
1,0.50946,-0.71877,0.2253083984375,0.2776022213985158,1.835215861866744
1,0.47108,-0.68038,0.2277610546875,0.2788901598839194,1.6891237761707854
1,0.50946,-0.68038,0.2202105078125,0.2713676434696399,1.8773793127514016
1,0.47063,-0.68083,0.2277156640625,0.2788904373829836,1.6875085586161993
1,0.50901,-0.68083,0.2201545703125,0.2713694201889223,1.8757087649951003
1,0.50901,-0.68083,0.2195482421875,0.2732733341227755,1.8626405742585672
1,0.47063,-0.64245,0.225766640625,0.2746299898172653,1.7136875703674974
1,0.50883,-0.68102,0.2195269921875,0.2732708730698523,1.861998661928141
1,0.47044,-0.64264,0.2257466796875,0.274630555580043,1.7129922014918944
1,0.47044,-0.64264,0.222529765625,0.269595630889173,1.7449837686479095
1,0.47044,-0.64264,0.2219258984375,0.2750295369116345,1.7105071887284231
1,0.46992,-0.64316,0.22246421875,0.2695944767565839,1.7430624160163692
1,0.46992,-0.64316,0.2218685546875,0.2750333201880671,1.708592979493066
1,0.5083,-0.68155,0.221783359375,0.2720983300306504,1.8680746770578955
1,0.46992,-0.71993,0.219165546875,0.2754459205046541,1.706033616831366
1,0.50804,-0.68181,0.221744609375,0.2720945712905372,1.8671449326988767
1,0.46966,-0.72019,0.2191326953125,0.2754479520303869,1.7050771172485897
1,0.50804,-0.64343,0.21621359375,0.2678431549812548,1.89678171926983
1,0.50804,-0.72019,0.221681796875,0.2772019644901304,1.8327431442791544
1,0.50894,-0.64253,0.2163187890625,0.2678464671990572,1.9001183973868423
1,0.50894,-0.71929,0.2217939453125,0.2771973763044631,1.8360202639183691
1,0.50894,-0.71929,0.2298059375,0.2846087823731134,1.7882090487734674
1,0.47056,-0.68091,0.2220992578125,0.2756731407894762,1.7069490290291045
1,0.50879,-0.71944,0.229790546875,0.2846087984560452,1.7876819085007212
1,0.47041,-0.68106,0.2220780859375,0.2756732308162544,1.7064043491170324
1,0.47041,-0.68106,0.2212444140625,0.2717562992003646,1.7309994336255252
1,0.47041,-0.71944,0.215261875,0.2693564601697094,1.746421822233689
1,0.46943,-0.68203,0.2211463671874999,0.271763434257829,1.7273479093388242
1,0.46943,-0.72042,0.21510265625,0.2693499972430735,1.7428253380539864
1,0.5462,-0.72042,0.2152644531249999,0.2721135144438231,2.007250544378093
1,0.46943,-0.72042,0.2162330468749999,0.2707387133064137,1.7338857611719296
1,0.54695,-0.71967,0.2153758984375,0.2721180811986487,2.009973014621992
1,0.47018,-0.71967,0.216350390625,0.2707400564915774,1.736647343924253
1,0.47018,-0.71967,0.2103530078125,0.2645692202230885,1.7771530626409886
1,0.47018,-0.68128,0.2184491796875,0.2720546050234275,1.728255987284285
1,0.46992,-0.71993,0.210303515625,0.2645695784725164,1.7761679279721705
1,0.46992,-0.68155,0.2184081640625,0.2720576715191503,1.7272808275392524
1,0.46992,-0.75831,0.2154822265625,0.2691288803779996,1.7460779361173846
1,0.5083,-0.79669,0.2055828515625,0.2608820578398108,1.9483900280797044
1,0.4685,-0.75974,0.215248515625,0.2691253931284867,1.7408242104316305
1,0.50688,-0.79812,0.2053266796875,0.2608758984748843,1.9429928290167424
1,0.50688,-0.75974,0.2074610546875,0.2656348607309419,1.9081832806327788
1,0.50688,-0.75974,0.2087754687499999,0.2623639567783773,1.9319726925302048
1,0.50819,-0.75842,0.2077278906249999,0.2656409124116144,1.913071278766549
1,0.50819,-0.75842,0.209010703125,0.2623623063225856,1.936977941393604
1,0.46981,-0.79681,0.21756828125,0.2751414614722647,1.7075216417259549
1,0.46981,-0.79681,0.2212267578125,0.2765092093028672,1.699075416636144
1,0.47033,-0.79628,0.217647109375,0.2751413294123245,1.7094123990916952
1,0.47033,-0.79628,0.2213265234374999,0.2765075971061588,1.7009659225363976
1,0.47033,-0.7579,0.226866328125,0.2814071091741465,1.67135081050472
1,0.47033,-0.7579,0.2279990234375,0.282234981354882,1.666448282711658
1,0.46981,-0.75842,0.2267919921875,0.2814073759159874,1.6695013713509028
1,0.46981,-0.75842,0.22789625,0.2822326390724724,1.6646196610851978
1,0.50819,-0.79681,0.231151953125,0.2874164129876502,1.768131453306517
1,0.50819,-0.72004,0.22227671875,0.2736936273905893,1.8567841891136176
1,0.50928,-0.79572,0.2312707031249999,0.2874032191193346,1.7720052042581278
1,0.50928,-0.71895,0.222480546875,0.2737118702326408,1.86064272465472
1,0.50928,-0.71895,0.2243853125,0.2771040617202768,1.8378655182401964
1,0.47089,-0.71895,0.223460703125,0.2749788048195715,1.712459257756162
1,0.50845,-0.71978,0.2242821875,0.2771118966991268,1.8348183750192717
1,0.47007,-0.71978,0.2232998046875,0.2749793646881469,1.7094737291763864
1,0.50845,-0.75816,0.2309530859375,0.2845792328452602,1.7866728886589882
1,0.50845,-0.6814,0.217085390625,0.2650731418003458,1.9181498229004528
1,0.50778,-0.75884,0.2308628515625,0.2845792040005899,1.7843187164124172
1,0.50778,-0.68207,0.2170008203125,0.265064732566199,1.9156829921656349
1,0.50778,-0.68207,0.2167008203125,0.2659071409470618,1.9096140035633395
1,0.54616,-0.64369,0.2207734375,0.2697017571506649,2.025051693285393
1,0.50958,-0.68027,0.2169262109374999,0.2659144678532401,1.916330480676367
1,0.54796,-0.64189,0.2209426171875,0.2696922026509167,2.0317977109233176
1,0.50958,-0.64189,0.2193053906249999,0.2738775434771784,1.860612569874544
1,0.50958,-0.64189,0.2179280859375,0.2668677872217638,1.90948486254186
1,0.5089,-0.64256,0.2191837109375,0.2738804118753007,1.858110247883317
1,0.5089,-0.64256,0.217875234375,0.2668685279030786,1.906931491692503
1,0.5089,-0.64256,0.2195455078124999,0.2699545527990834,1.8851321258462133
1,0.47052,-0.68095,0.221551328125,0.2719752593743018,1.7300102997694138
1,0.50841,-0.64305,0.2194775,0.2699512611073293,1.8833399700172635
1,0.47003,-0.68143,0.2215098828125,0.2719753189895236,1.728208286495678
1,0.50841,-0.64305,0.2192538671875,0.2708506853264301,1.8770858910224375
1,0.50841,-0.71982,0.2195559765624999,0.2708798627137649,1.876883703744453
1,0.50916,-0.6423,0.219353203125,0.2708559308729689,1.87981853806552
1,0.50916,-0.71907,0.219643515625,0.2708713066257203,1.8797118319495456
1,0.50916,-0.79583,0.2203229296875,0.2710744011819852,1.87830351290964
1,0.50916,-0.68068,0.2136558984375,0.2665503454152997,1.910183230889089
1,0.50811,-0.79688,0.2201920312499999,0.271065860382387,1.8744890975323103
1,0.50811,-0.68173,0.21351671875,0.2665634077431789,1.906150601471676
1,0.50811,-0.64335,0.2124674609375,0.2628415521732211,1.933141833164716
1,0.50811,-0.64335,0.2142591015625,0.2678493032362425,1.8969995212264856
1,0.508,-0.64346,0.2124519140625,0.2628405645754249,1.932730592100916
1,0.508,-0.64346,0.2142423828124999,0.2678497812185556,1.8965854580463168
1,0.58477,-0.68185,0.214771484375,0.2693416127960805,2.171109001425381
1,0.54638,-0.68185,0.2209979687499999,0.2744389191477199,1.9908983816756127
1,0.58619,-0.68042,0.2149715234374999,0.2693364035131936,2.176423210356283
1,0.54781,-0.68042,0.2211870703125,0.2744430526048106,1.996078948986292
1,0.47104,-0.68042,0.21285921875,0.2643022306972881,1.7822021356281847
1,0.50943,-0.68042,0.219933515625,0.2694876653340324,1.89036481268468
1,0.46992,-0.68155,0.212718671875,0.2642962145240047,1.7780050344130809
1,0.5083,-0.68155,0.2198550390625,0.2695031822407495,1.8860630727021668
1,0.5083,-0.68155,0.220968984375,0.2712158451855044,1.8741530372325272
1,0.46992,-0.68155,0.2187889453125,0.2703451767294164,1.738222244927767
1,0.50849,-0.68136,0.2209889453125,0.2712168880675517,1.8748463770934165
1,0.47011,-0.68136,0.2188130078125,0.2703455562829785,1.7389226087663971
1,0.58525,-0.68136,0.2157387109375,0.2698935865943569,2.1684472290911296
1,0.50849,-0.68136,0.2176173046875,0.2723351926918657,1.86714759474855
1,0.58582,-0.6808,0.2158187109375,0.269891769616342,2.170573785309415
1,0.50905,-0.6808,0.2176659375,0.2723305270800309,1.869235907770278
1,0.54743,-0.71918,0.2249642578125,0.2742559268167975,1.996055313567324
1,0.47067,-0.6808,0.2203164453125,0.2728447473230827,1.7250469529569763
1,0.54773,-0.71888,0.2250059765625,0.2742563770288954,1.997145903893756
1,0.47097,-0.6805,0.22035796875,0.272847307818116,1.7261302805815313
1,0.54773,-0.64211,0.2246128125,0.2740268964558954,1.9988183900340497
1,0.47097,-0.71888,0.2188830859375,0.2724631474758042,1.7285640438467882
1,0.54762,-0.64223,0.224599765625,0.2740273329760532,1.9984137861453972
1,0.47086,-0.71899,0.2188644140625,0.2724644770847144,1.7281518862130445
1,0.47086,-0.68061,0.2155658203125,0.2630764003492201,1.789822269785348
1,0.54762,-0.71899,0.2188428124999999,0.2681285130757613,2.042378834381059
1,0.46999,-0.68147,0.2154174609375,0.2630675126593872,1.7865756027751345
1,0.54676,-0.71985,0.2187217968749999,0.2681285664229592,2.0391710114822823
1,0.50838,-0.64309,0.21961859375,0.2727711219723071,1.8637603435587031
1,0.54676,-0.68147,0.213251015625,0.2656295311348824,2.0583554760045257
1,0.50946,-0.642,0.2197889453125,0.2727802465921229,1.8676572309202968
1,0.54785,-0.68038,0.2133958984374999,0.2656175826442323,2.0625517126770525
1,0.50946,-0.642,0.2192968359375,0.2694806987689181,1.890525007272844
1,0.54785,-0.642,0.2194471484375,0.2734705351737242,2.0033236840377486
1,0.50841,-0.64305,0.2191822656249999,0.2694708360060741,1.886697675842517
1,0.5468,-0.64305,0.2193324609374999,0.273486568508029,1.999366926803745
1,0.58518,-0.68143,0.22443,0.2742809616097378,2.133505718244588
1,0.50841,-0.64305,0.222033203125,0.2677258765553748,1.8989946229379275
1,0.58495,-0.68166,0.2244047265625,0.2742783685183893,2.1326873247781526
1,0.50819,-0.64328,0.222011953125,0.2677261725114977,1.8981707885812895
1,0.54657,-0.68166,0.2240936718749999,0.2794782184239721,1.955680135225587
1,0.50819,-0.68166,0.2241109375,0.2758795824197466,1.842071803729196
1,0.54706,-0.68117,0.2241617968749999,0.2794783950910271,1.9574321650939088
1,0.50868,-0.68117,0.2241564453125,0.2758765130997528,1.8438684550723927
1,0.47029,-0.71955,0.222209140625,0.2727948731862802,1.7239693492291497
1,0.50868,-0.64279,0.2116381640625,0.2627126881504477,1.9362597352309616
1,0.47003,-0.71982,0.2221811328125,0.272792378068783,1.7230320118455973
1,0.50841,-0.64305,0.21161234375,0.2627153991534256,1.9352120265439368
1,0.47003,-0.64305,0.2162551171874999,0.2665247251553608,1.7635512042119668
1,0.50841,-0.64305,0.213104375,0.2653245153477742,1.916181772097469
1,0.47056,-0.64253,0.2163243359375,0.2665261504414541,1.7655303212108806
